target_chembl_id,target_name,target_organism,organism_group,uniprot_accession,target_family,record_count,unique_compounds,endpoint_types,dominant_endpoint,endpoint_homogeneity,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range
CHEMBL5393,Broad substrate specificity ATP-binding cassette transporter ABCG2,Homo sapiens,Human,Q9UNQ0,Ion channels and transporters,1,1,IC50,IC50,1.0,1,2022,2022,4.37,4.37,0.0
CHEMBL5685,Solute carrier family 22 member 1,Homo sapiens,Human,Q9NQD4,Ion channels and transporters,1,1,IC50,IC50,1.0,1,2023,2023,4.42,4.42,0.0
CHEMBL247,Human immunodeficiency virus type 1 reverse transcriptase,Human immunodeficiency virus 1,Non-human,Q72547,Other enzymes,115,101,EC50; IC50,IC50,0.7304347826086957,14,1993,2022,4.0,7.42,3.42
CHEMBL1978,Aromatase,Homo sapiens,Human,Q8IYJ7,Other enzymes,137,76,IC50; Ki,IC50,0.9927007299270073,16,2004,2021,4.0,7.54,3.54
CHEMBL230,Prostaglandin G/H synthase 2,Homo sapiens,Human,Q16876,Other enzymes,60,60,IC50,IC50,1.0,6,2012,2021,4.09,7.05,2.96
CHEMBL3559,Steryl-sulfatase,Homo sapiens,Human,P08842,Other enzymes,100,50,IC50,IC50,1.0,36,1996,2024,4.05,9.17,5.12
CHEMBL3471,Human immunodeficiency virus type 1 integrase,Human immunodeficiency virus 1,Non-human,Q7ZJM1,Other enzymes,77,49,IC50,IC50,1.0,15,1997,2022,4.04,7.89,3.8499999999999996
CHEMBL3623,NAD(P)H dehydrogenase [quinone] 1,Homo sapiens,Human,Q86UK1,Other enzymes,81,41,EC50; IC50,IC50,0.9876543209876543,5,2006,2018,4.2,9.74,5.54
CHEMBL2916,Telomerase reverse transcriptase,Homo sapiens,Human,Q8NG46,Other enzymes,42,39,IC50,IC50,1.0,7,2010,2023,4.23,6.09,1.8599999999999994
CHEMBL221,Prostaglandin G/H synthase 1,Homo sapiens,Human,Q5T7T8,Other enzymes,39,39,IC50,IC50,1.0,5,2005,2018,4.01,4.58,0.5700000000000003
CHEMBL5979,"Alkaline phosphatase, tissue-nonspecific isozyme",Homo sapiens,Human,Q9UBK0,Other enzymes,38,38,IC50,IC50,1.0,2,2017,2023,4.59,6.6,2.01
CHEMBL1795098,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1,Homo sapiens,Human,Q9GZU7,Other enzymes,37,37,IC50,IC50,1.0,0,,,4.49,5.7,1.21
CHEMBL4234,17-beta-hydroxysteroid dehydrogenase type 3,Homo sapiens,Human,Q5U0Q6,Other enzymes,36,36,IC50,IC50,1.0,1,2010,2010,5.0,8.82,3.8200000000000003
CHEMBL5573,Intestinal-type alkaline phosphatase,Homo sapiens,Human,Q9UCL2,Other enzymes,33,32,IC50,IC50,1.0,1,2017,2017,4.69,5.96,1.2699999999999996
CHEMBL1826,DNA gyrase subunit B,Escherichia coli,Non-human,Q2M811,Other enzymes,54,30,IC50; Kd; Ki,IC50,0.9444444444444444,4,2008,2018,5.5,8.92,3.42
CHEMBL1895,DNA topoisomerase 4 subunit A,Escherichia coli K-12,Non-human,Q2M9I1,Other enzymes,30,30,IC50,IC50,1.0,1,2019,2019,4.53,7.0,2.4699999999999998
CHEMBL1858,DNA gyrase subunit A,Escherichia coli K-12,Non-human,P0AES4,Other enzymes,29,29,IC50,IC50,1.0,1,2019,2019,4.18,7.4,3.2200000000000006
CHEMBL215,Polyunsaturated fatty acid 5-lipoxygenase,Homo sapiens,Human,Q5JQ14,Other enzymes,52,28,IC50,IC50,1.0,8,1992,2022,4.44,9.3,4.86
CHEMBL2424506,DNA gyrase subunit A,Staphylococcus aureus,Non-human,P20831,Other enzymes,28,28,IC50,IC50,1.0,1,2019,2019,4.36,6.1,1.7399999999999993
CHEMBL3229,Fatty-acid amide hydrolase 1,Rattus norvegicus,Non-human,Q5BKA3,Other enzymes,54,27,IC50,IC50,1.0,3,2012,2022,5.04,8.88,3.8400000000000007
CHEMBL4161,Urease,Canavalia ensiformis,Non-human,P07374,Other enzymes,28,27,IC50,IC50,1.0,3,2008,2022,4.04,6.45,2.41
CHEMBL1293246,Beta Lactamase,Pseudomonas aeruginosa,Non-human,Q932Y6,Other enzymes,38,25,IC50,IC50,1.0,0,,,4.41,6.28,1.87
CHEMBL1075138,Tyrosyl-DNA phosphodiesterase 1,Homo sapiens,Human,Q9NZM8,Other enzymes,26,24,IC50,IC50,1.0,3,2010,2020,4.65,7.0,2.3499999999999996
CHEMBL1900,Aldo-keto reductase family 1 member B1,Homo sapiens,Human,P15121,Other enzymes,24,24,IC50,IC50,1.0,3,2010,2017,4.13,7.01,2.88
CHEMBL3621036,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",Homo sapiens,Human,Q7Z650,Other enzymes,23,23,IC50,IC50,1.0,2,2019,2019,5.42,8.2,2.7799999999999994
CHEMBL2176851,Replicative DNA helicase,Bacillus anthracis,Non-human,Q81JI8,Other enzymes,22,22,IC50,IC50,1.0,1,2012,2012,4.07,5.82,1.75
CHEMBL3775,M-phase inducer phosphatase 1,Homo sapiens,Human,Q9H2F2,Other enzymes,22,21,IC50,IC50,1.0,4,2010,2020,4.02,5.92,1.9000000000000004
CHEMBL2378,M-phase inducer phosphatase 3,Homo sapiens,Human,Q9H2F1,Other enzymes,21,20,IC50,IC50,1.0,4,2010,2020,4.14,7.0,2.8600000000000003
CHEMBL1930,Vitamin K epoxide reductase complex subunit 1,Homo sapiens,Human,Q9BQB6,Other enzymes,20,20,IC50; Ki,IC50,0.8,3,2012,2023,4.1,8.35,4.25
CHEMBL2622,Aldo-keto reductase family 1 member B1,Rattus norvegicus,Non-human,P07943,Other enzymes,20,20,IC50,IC50,1.0,2,1986,2012,4.21,7.7,3.49
CHEMBL312,Polyunsaturated fatty acid 5-lipoxygenase,Rattus norvegicus,Non-human,P12527,Other enzymes,20,20,IC50,IC50,1.0,1,2017,2017,5.2,6.06,0.8599999999999994
CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,Non-human,Q95325,Other enzymes,20,20,IC50,IC50,1.0,5,2017,2024,4.19,5.67,1.4799999999999995
CHEMBL4088,DNA topoisomerase 4 subunit A,Staphylococcus aureus,Non-human,P95683,Other enzymes,20,20,IC50,IC50,1.0,1,2019,2019,4.0,6.52,2.5199999999999996
CHEMBL1287620,Fructose-bisphosphate aldolase,Mycobacterium tuberculosis,Non-human,P9WQA3,Other enzymes,18,18,IC50,IC50,1.0,0,,,5.43,6.04,0.6100000000000003
CHEMBL2949,Prostaglandin G/H synthase 1,Ovis aries,Non-human,P05979,Other enzymes,17,17,IC50,IC50,1.0,4,2012,2021,4.28,5.79,1.5099999999999998
CHEMBL1741189,FAD-linked sulfhydryl oxidase ALR,Homo sapiens,Human,Q9UK40,Other enzymes,16,16,AC50,AC50,1.0,0,,,4.03,7.04,3.01
CHEMBL335,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens,Human,P18031,Other enzymes,16,16,IC50,IC50,1.0,4,2009,2020,4.04,6.39,2.3499999999999996
CHEMBL2541,"C-1-tetrahydrofolate synthase, cytoplasmic",Homo sapiens,Human,Q9BVP5,Other enzymes,15,15,IC50,IC50,1.0,1,2019,2019,4.57,6.24,1.67
CHEMBL288,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,Human,Q08499,Other enzymes,15,15,AC50; IC50,IC50,0.9333333333333333,3,2014,2023,4.78,6.85,2.0699999999999994
CHEMBL4105870,Vitamin K epoxide reductase complex subunit 1,Rattus norvegicus,Non-human,Q6TEK4,Other enzymes,15,15,Ki,Ki,1.0,1,2017,2017,4.66,7.7,3.04
CHEMBL1935,"Aldehyde dehydrogenase, mitochondrial",Homo sapiens,Human,Q6IV71,Other enzymes,25,14,IC50; Ki,IC50,0.72,3,2001,2021,5.25,7.72,2.4699999999999998
CHEMBL275,"3',5'-cyclic-AMP phosphodiesterase 4B",Homo sapiens,Human,Q5TEK6,Other enzymes,15,14,IC50,IC50,1.0,2,2010,2020,5.93,9.0,3.0700000000000003
CHEMBL3577,Aldehyde dehydrogenase 1A1,Homo sapiens,Human,Q5SYR1,Other enzymes,19,13,IC50; Ki,IC50,0.7894736842105263,3,2017,2021,4.53,6.89,2.3599999999999994
CHEMBL1795151,Bis(5'-adenosyl)-triphosphatase,Homo sapiens,Human,Q6IU12,Other enzymes,15,13,IC50,IC50,1.0,1,2021,2021,4.3,7.22,2.92
CHEMBL6145,Inosine-5'-monophosphate dehydrogenase,Cryptosporidium parvum,Non-human,Q8T6T2,Other enzymes,13,13,IC50,IC50,1.0,1,2014,2014,5.6,7.7,2.1000000000000005
CHEMBL2635,Dual specificity protein phosphatase 3,Homo sapiens,Human,Q8IYJ9,Other enzymes,16,12,IC50,IC50,1.0,1,2013,2013,4.6,5.81,1.21
CHEMBL5983,Aldo-keto reductase family 1 member B10,Homo sapiens,Human,Q8IWZ1,Other enzymes,13,12,IC50; Ki,IC50,0.9230769230769231,1,2017,2017,5.57,8.64,3.0700000000000003
CHEMBL2007628,Tyrosine-protein phosphatase non-receptor type 5,Homo sapiens,Human,Q8NDP8,Other enzymes,12,12,IC50,IC50,1.0,2,2019,2020,4.44,5.53,1.0899999999999999
CHEMBL2284,Glyceraldehyde-3-phosphate dehydrogenase,Homo sapiens,Human,Q53X65,Other enzymes,12,12,IC50,IC50,1.0,1,2004,2004,4.07,4.77,0.6999999999999993
CHEMBL4102,Prostaglandin G/H synthase 2,Ovis aries,Non-human,P79208,Other enzymes,12,12,IC50,IC50,1.0,2,2014,2019,5.36,6.39,1.0299999999999994
CHEMBL1806,DNA topoisomerase 2-alpha,Homo sapiens,Human,Q9UQP9,Other enzymes,11,11,IC50,IC50,1.0,2,2017,2021,4.58,5.0,0.41999999999999993
CHEMBL1849,Enoyl-[acyl-carrier-protein] reductase [NADH],Mycobacterium tuberculosis,Non-human,P9WGR1,Other enzymes,11,11,IC50,IC50,1.0,1,2023,2023,5.45,7.27,1.8199999999999994
CHEMBL2074,Maltase-glucoamylase,Homo sapiens,Human,Q86UM5,Other enzymes,11,11,IC50,IC50,1.0,5,2017,2024,4.04,6.05,2.01
CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Homo sapiens,Human,Q99657,Other enzymes,11,11,IC50,IC50,1.0,2,2012,2023,4.37,6.13,1.7599999999999998
CHEMBL4586,Seed linoleate 13S-lipoxygenase-1,Glycine max,Non-human,P08170,Other enzymes,11,11,IC50,IC50,1.0,2,2005,2023,4.0,6.17,2.17
CHEMBL6136,Lysine-specific histone demethylase 1A,Homo sapiens,Human,O60341,Other enzymes,11,11,IC50,IC50,1.0,3,2014,2024,4.08,7.48,3.4000000000000004
CHEMBL3864,Tyrosine-protein phosphatase non-receptor type 11,Homo sapiens,Human,Q06124,Other enzymes,11,10,IC50,IC50,1.0,2,2020,2022,5.13,7.51,2.38
CHEMBL5567,Luciferin 4-monooxygenase,Photinus pyralis,Non-human,Q27755,Other enzymes,18,9,AC50; EC50; IC50,IC50,0.5555555555555556,1,2008,2008,4.85,7.05,2.2
CHEMBL325,Histone deacetylase 1,Homo sapiens,Human,Q92534,Other enzymes,10,9,IC50,IC50,1.0,5,2011,2023,4.23,9.52,5.289999999999999
CHEMBL4295618,Enoyl-(Acyl-carrier-protein) reductase II,Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R),Non-human,Q8E1K8,Other enzymes,9,9,IC50,IC50,1.0,1,2018,2018,5.12,5.95,0.8300000000000001
CHEMBL1741179,DNA dC->dU-editing enzyme APOBEC-3A,Homo sapiens,Human,Q9UH18,Other enzymes,10,8,IC50,IC50,1.0,0,,,4.3,5.61,1.3100000000000005
CHEMBL4881,"Aldehyde dehydrogenase X, mitochondrial",Homo sapiens,Human,Q9BV45,Other enzymes,9,8,IC50,IC50,1.0,2,2017,2021,4.89,7.07,2.1800000000000006
CHEMBL3112384,Retinal dehydrogenase 2,Homo sapiens,Human,Q9UFY0,Other enzymes,8,8,IC50,IC50,1.0,1,2017,2017,4.96,7.19,2.2300000000000004
CHEMBL3564,"DNA polymerase I, thermostable",Thermus aquaticus,Non-human,P19821,Other enzymes,8,8,IC50,IC50,1.0,2,2010,2014,4.23,5.4,1.17
CHEMBL3579,Retinaldehyde dehydrogenase 3,Homo sapiens,Human,Q6NT64,Other enzymes,8,8,AC50; IC50,IC50,0.75,1,2017,2017,4.46,6.77,2.3099999999999996
CHEMBL6174,Cytochrome c oxidase subunit 2,Homo sapiens,Human,Q37526,Other enzymes,8,8,IC50,IC50,1.0,1,2022,2022,5.07,5.07,0.0
CHEMBL1741217,DNA dC->dU-editing enzyme APOBEC-3G,Homo sapiens,Human,Q9HC16,Other enzymes,8,7,IC50,IC50,1.0,0,,,4.29,5.63,1.3399999999999999
CHEMBL3167,Serum paraoxonase/arylesterase 1,Homo sapiens,Human,Q9UCB1,Other enzymes,8,7,IC50; Ki,IC50,0.875,2,2016,2022,4.4,5.62,1.2199999999999998
CHEMBL1641359,Lipoxygenase,Glycine max,Non-human,Q39829,Other enzymes,7,7,IC50,IC50,1.0,2,2014,2018,4.09,5.2,1.1100000000000003
CHEMBL1787,3-oxo-5-alpha-steroid 4-dehydrogenase 1,Homo sapiens,Human,Q9UP37,Other enzymes,7,7,IC50,IC50,1.0,1,2001,2001,4.3,6.31,2.01
CHEMBL3569,Squalene--hopene cyclase,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius),Non-human,P33247,Other enzymes,7,7,IC50,IC50,1.0,1,2004,2004,4.0,5.82,1.8200000000000003
CHEMBL1741192,Replicative DNA helicase DnaB,Mycobacterium tuberculosis,Non-human,P9WMR3,Other enzymes,9,6,AC50,AC50,1.0,0,,,4.43,5.58,1.1500000000000004
CHEMBL2243,Fatty-acid amide hydrolase 1,Homo sapiens,Human,Q5TDF8,Other enzymes,6,6,IC50,IC50,1.0,2,2012,2024,4.83,6.29,1.46
CHEMBL4235,11-beta-hydroxysteroid dehydrogenase 1,Homo sapiens,Human,P28845,Other enzymes,10,5,IC50; Ki,Ki,0.5,1,2011,2011,5.71,6.84,1.13
CHEMBL3318,Tyrosinase,Agaricus bisporus,Non-human,Q12543,Other enzymes,7,5,EC50; IC50; Ki,IC50,0.7142857142857143,5,2016,2021,4.83,8.34,3.51
CHEMBL4804,M-phase inducer phosphatase 2,Homo sapiens,Human,Q9BRA6,Other enzymes,6,5,IC50,IC50,1.0,3,2013,2020,4.34,6.05,1.71
CHEMBL3081,Aldo-keto reductase family 1 member B1,Bos taurus,Non-human,Q5E962,Other enzymes,5,5,IC50,IC50,1.0,1,2018,2018,5.47,6.96,1.4900000000000002
CHEMBL3108645,Histone-lysine N-methyltransferase NSD2,Homo sapiens,Human,Q9UPR2,Other enzymes,5,5,AC50,AC50,1.0,0,,,4.99,6.18,1.1899999999999995
CHEMBL3596075,"Beta-galactoside alpha-2,6-sialyltransferase 1",Homo sapiens,Human,P15907,Other enzymes,5,5,IC50,IC50,1.0,1,2021,2021,5.24,5.34,0.09999999999999964
CHEMBL4512,Fatty acid synthase,Plasmodium falciparum,Non-human,Q965D7,Other enzymes,5,5,IC50,IC50,1.0,1,2013,2013,4.05,5.0,0.9500000000000002
CHEMBL1929,Xanthine dehydrogenase/oxidase,Homo sapiens,Human,Q4PJ16,Other enzymes,5,4,IC50,IC50,1.0,5,2007,2023,5.08,6.23,1.1500000000000004
CHEMBL2392,DNA polymerase beta,Homo sapiens,Human,P06746,Other enzymes,5,4,IC50,IC50,1.0,2,2008,2017,4.02,4.65,0.6300000000000008
CHEMBL3151,Intestinal-type alkaline phosphatase,Mus musculus,Non-human,P24822,Other enzymes,5,4,IC50,IC50,1.0,0,,,4.89,5.82,0.9300000000000006
CHEMBL5131,Trypanothione reductase,Trypanosoma cruzi,Non-human,P28593,Other enzymes,5,4,IC50; Ki,Ki,0.8,2,2000,2017,4.65,6.25,1.5999999999999996
CHEMBL3308960,Alpha-amylase,Sus scrofa domesticus,Non-human,Q7M328,Other enzymes,4,4,IC50,IC50,1.0,1,2024,2024,4.11,4.43,0.3199999999999994
CHEMBL3807,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens,Human,Q96HR2,Other enzymes,4,4,IC50,IC50,1.0,2,2019,2020,4.77,5.89,1.12
CHEMBL4198,E3 ubiquitin-protein ligase XIAP,Homo sapiens,Human,Q9NQ14,Other enzymes,4,4,IC50,IC50,1.0,0,2016,2018,6.39,6.67,0.28000000000000025
CHEMBL5422,Protein disulfide-isomerase,Homo sapiens,Human,Q6LDE5,Other enzymes,4,4,AC50,AC50,1.0,0,,,4.71,5.17,0.45999999999999996
CHEMBL5511,Dual specificity protein phosphatase 6,Rattus norvegicus,Non-human,Q64346,Other enzymes,4,4,IC50,IC50,1.0,0,,,4.1,4.62,0.5200000000000005
CHEMBL5643,DnaC helicase,Staphylococcus aureus,Non-human,Q9AQH7,Other enzymes,4,4,IC50,IC50,1.0,1,2009,2009,4.19,4.82,0.6299999999999999
CHEMBL3114,"Sucrase-isomaltase, intestinal",Rattus norvegicus,Non-human,P23739,Other enzymes,6,3,IC50,IC50,1.0,1,2017,2017,4.87,6.27,1.3999999999999995
CHEMBL2758,Mannose-6-phosphate isomerase,Homo sapiens,Human,Q96AB0,Other enzymes,4,3,IC50,IC50,1.0,0,,,4.53,5.29,0.7599999999999998
CHEMBL5586,Carbonyl reductase [NADPH] 1,Homo sapiens,Human,Q3LHW8,Other enzymes,4,3,IC50; Ki,IC50,0.75,2,2009,2017,5.38,6.22,0.8399999999999999
CHEMBL1293244,Beta-lactamase,Pseudomonas aeruginosa,Non-human,Q79MP6,Other enzymes,3,3,IC50,IC50,1.0,0,,,4.11,5.49,1.38
CHEMBL1293260,Beta-lactamase,Salmonella choleraesuis (strain SC-B67),Non-human,Q5J463,Other enzymes,3,3,IC50,IC50,1.0,0,,,4.57,6.15,1.58
CHEMBL1697656,Glutathione S-transferase,Plasmodium falciparum,Non-human,Q95V54,Other enzymes,3,3,IC50,IC50,1.0,1,2009,2009,4.13,5.16,1.0300000000000002
CHEMBL1865,Histone deacetylase 6,Homo sapiens,Human,Q9UBN7,Other enzymes,3,3,IC50,IC50,1.0,3,2011,2021,4.5,7.82,3.3200000000000003
CHEMBL2219,Tyrosine-protein phosphatase non-receptor type 7,Homo sapiens,Human,Q9BV05,Other enzymes,3,3,IC50,IC50,1.0,1,2020,2020,4.4,6.89,2.4899999999999993
CHEMBL2755,"Glutathione reductase, mitochondrial",Homo sapiens,Human,Q9NP63,Other enzymes,3,3,IC50,IC50,1.0,1,2009,2009,4.57,5.12,0.5499999999999998
CHEMBL3902,Glutathione S-transferase P,Homo sapiens,Human,Q5TZY3,Other enzymes,3,3,IC50,IC50,1.0,1,2009,2009,4.11,4.46,0.34999999999999964
CHEMBL4295521,Phosphotyrosine protein phosphatase,Mycobacterium tuberculosis,Non-human,A0A045ISB3,Other enzymes,3,3,IC50,IC50,1.0,1,2019,2019,5.06,5.39,0.33000000000000007
CHEMBL4681,Aldo-keto reductase family 1 member C3,Homo sapiens,Human,Q9UKL9,Other enzymes,3,3,IC50; Ki,IC50,0.6666666666666666,2,2012,2017,5.4,6.33,0.9299999999999997
CHEMBL5847,Aldo-keto reductase family 1 member C2,Homo sapiens,Human,Q96A71,Other enzymes,3,3,IC50; Ki,IC50,0.6666666666666666,2,2012,2017,4.67,6.21,1.54
CHEMBL5905,Aldo-keto reductase family 1 member C1,Homo sapiens,Human,Q9UCX2,Other enzymes,3,3,IC50; Ki,IC50,0.6666666666666666,2,2012,2017,4.92,6.02,1.0999999999999996
CHEMBL6175,Lysine-specific demethylase 4C,Homo sapiens,Human,Q9H3R0,Other enzymes,3,3,AC50; IC50,AC50,0.6666666666666666,1,2016,2016,3.75,6.32,2.5700000000000003
CHEMBL3713355,Polypeptide N-acetylgalactosaminyltransferase 2,Homo sapiens,Human,Q9NPY4,Other enzymes,11,2,IC50; Kd; Ki,IC50,0.6363636363636364,1,2019,2019,5.21,6.53,1.3200000000000003
CHEMBL1973,Tyrosinase,Homo sapiens,Human,Q9BZX1,Other enzymes,4,2,IC50; Ki,Ki,0.5,4,2017,2024,4.58,5.55,0.9699999999999998
CHEMBL3402,"Alkaline phosphatase, germ cell type",Homo sapiens,Human,Q96CM1,Other enzymes,4,2,IC50,IC50,1.0,0,,,5.21,5.54,0.33000000000000007
CHEMBL6164,Poly [ADP-ribose] polymerase tankyrase-1,Homo sapiens,Human,Q59FX0,Other enzymes,4,2,IC50,IC50,1.0,1,2023,2023,7.48,8.7,1.2199999999999989
CHEMBL5926,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",Trypanosoma cruzi,Non-human,P22513,Other enzymes,3,2,IC50,IC50,1.0,2,2009,2014,4.19,4.75,0.5599999999999996
CHEMBL1169595,UDP-galactose 4-epimerase,Trypanosoma brucei,Non-human,Q8T8E9,Other enzymes,2,2,IC50,IC50,1.0,1,2010,2010,5.3,5.5,0.20000000000000018
CHEMBL1741212,Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase,Plasmodium berghei,Non-human,Q9BHT9,Other enzymes,2,2,IC50,IC50,1.0,0,,,4.38,4.43,0.04999999999999982
CHEMBL1781,DNA topoisomerase 1,Homo sapiens,Human,Q9UJN0,Other enzymes,2,2,IC50,IC50,1.0,2,2012,2021,4.22,7.42,3.2
CHEMBL202,Dihydrofolate reductase,Homo sapiens,Human,Q6IRW8,Other enzymes,2,2,IC50,IC50,1.0,1,2018,2018,4.82,4.92,0.09999999999999964
CHEMBL2246,Aldo-keto reductase family 1 member A1,Homo sapiens,Human,Q6IAZ4,Other enzymes,2,2,IC50,IC50,1.0,1,2017,2017,5.77,5.82,0.05000000000000071
CHEMBL2275,Sorbitol dehydrogenase,Homo sapiens,Human,Q9UMD6,Other enzymes,2,2,IC50,IC50,1.0,1,2010,2010,4.08,4.15,0.07000000000000028
CHEMBL2362978,DNA repair protein RAD52 homolog,Homo sapiens,Human,Q9Y5T9,Other enzymes,2,2,AC50,AC50,1.0,0,,,4.57,4.72,0.14999999999999947
CHEMBL2424,Lactoylglutathione lyase,Homo sapiens,Human,Q96J41,Other enzymes,2,2,IC50,IC50,1.0,1,2020,2020,4.72,4.75,0.03000000000000025
CHEMBL2563,Histone deacetylase 5,Homo sapiens,Human,Q9UQL6,Other enzymes,2,2,IC50,IC50,1.0,1,2010,2010,5.52,5.88,0.3600000000000003
CHEMBL2716,Histone deacetylase 7,Homo sapiens,Human,Q9UFU7,Other enzymes,2,2,IC50,IC50,1.0,1,2010,2010,5.89,6.11,0.22000000000000064
CHEMBL3192,Histone deacetylase 8,Homo sapiens,Human,Q9NYH4,Other enzymes,2,2,IC50,IC50,1.0,2,2011,2014,4.55,6.26,1.71
CHEMBL3212,Vitamin K epoxide reductase complex subunit 1,Bos taurus,Non-human,Q6B4J2,Other enzymes,2,2,IC50,IC50,1.0,1,2005,2005,6.0,7.4,1.4000000000000004
CHEMBL3317339,Polymerase basic protein 2,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),Non-human,Q8JUU8,Other enzymes,2,2,Kd,Kd,1.0,2,2018,2021,5.44,6.96,1.5199999999999996
CHEMBL3524,Histone deacetylase 4,Homo sapiens,Human,Q9UND6,Other enzymes,2,2,IC50,IC50,1.0,1,2010,2010,5.93,6.19,0.2600000000000007
CHEMBL3720,ATP-citrate synthase,Homo sapiens,Human,Q9BRL0,Other enzymes,2,2,IC50,IC50,1.0,1,2017,2017,4.92,5.39,0.46999999999999975
CHEMBL3784,Histone acetyltransferase p300,Homo sapiens,Human,Q09472,Other enzymes,2,2,IC50,IC50,1.0,2,2015,2022,6.58,7.32,0.7400000000000002
CHEMBL4105939,Polyketide synthase Pks13,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),Non-human,I6X8D2,Other enzymes,2,2,IC50,IC50,1.0,1,2022,2022,5.81,5.89,0.08000000000000007
CHEMBL4145,Histone deacetylase 9,Homo sapiens,Human,Q9UKV0,Other enzymes,2,2,IC50,IC50,1.0,1,2010,2010,5.63,5.99,0.3600000000000003
CHEMBL4241,Squalene monooxygenase,Rattus norvegicus,Non-human,Q4V8L3,Other enzymes,2,2,IC50,IC50,1.0,1,2001,2001,4.7,5.7,1.0
CHEMBL4343,DNA polymerase beta,Rattus norvegicus,Non-human,Q4G081,Other enzymes,2,2,IC50,IC50,1.0,1,2004,2004,4.02,4.65,0.6300000000000008
CHEMBL4358,Polyunsaturated fatty acid lipoxygenase ALOX15,Oryctolagus cuniculus,Non-human,P12530,Other enzymes,2,2,IC50,IC50,1.0,1,2007,2007,4.78,4.82,0.040000000000000036
CHEMBL4481,"Nitric oxide synthase, inducible",Homo sapiens,Human,Q9UD42,Other enzymes,2,2,EC50,EC50,1.0,1,2009,2009,5.7,6.08,0.3799999999999999
CHEMBL4685,"Indoleamine 2,3-dioxygenase 1",Homo sapiens,Human,Q540B4,Other enzymes,2,2,IC50,IC50,1.0,2,2012,2017,4.65,4.7,0.04999999999999982
CHEMBL4999,Aldo-keto reductase family 1 member C4,Homo sapiens,Human,Q9NS54,Other enzymes,2,2,IC50,IC50,1.0,1,2017,2017,6.09,6.46,0.3700000000000001
CHEMBL5465386,Metallo-beta-lactamase type 2,Bacteria,Non-human,C7C422,Other enzymes,2,2,Ki,Ki,1.0,0,2020,2020,4.0,4.26,0.2599999999999998
CHEMBL6065,Dihydrofolate reductase,Mycobacterium tuberculosis,Non-human,P9WNX1,Other enzymes,2,2,IC50,IC50,1.0,1,2018,2018,5.87,6.09,0.21999999999999975
CHEMBL5485,D-amino-acid oxidase,Homo sapiens,Human,Q8N6R2,Other enzymes,10,1,IC50; Kd; Ki,Ki,0.4,2,2013,2013,5.2,7.89,2.6899999999999995
CHEMBL5347,Glucose-6-phosphate 1-dehydrogenase,Homo sapiens,Human,Q96PQ2,Other enzymes,6,1,IC50; Kd; Ki,Ki,0.6666666666666666,1,2021,2021,5.0,5.92,0.9199999999999999
CHEMBL4523345,Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,Homo sapiens,Human,Q9Y4E2,Other enzymes,3,1,IC50,IC50,1.0,1,2019,2019,4.99,6.66,1.67
CHEMBL5933,NAD-dependent protein deacetylase HST2,Saccharomyces cerevisiae S288c,Non-human,P53686,Other enzymes,3,1,IC50; Ki,Ki,0.6666666666666666,1,2009,2009,5.19,5.92,0.7299999999999995
CHEMBL1287617,UDP-glucuronosyltransferase 1A1,Homo sapiens,Human,P22309,Other enzymes,2,1,IC50,IC50,1.0,1,2011,2011,4.0,4.0,0.0
CHEMBL2193,Arylsulfatase A,Homo sapiens,Human,Q96CJ0,Other enzymes,2,1,IC50; Kd,IC50,0.5,1,2021,2021,4.68,4.88,0.20000000000000018
CHEMBL2889,Tyrosine-protein phosphatase non-receptor type 22,Homo sapiens,Human,Q9Y2R2,Other enzymes,2,1,IC50,IC50,1.0,0,,,5.03,5.07,0.040000000000000036
CHEMBL3203,4-hydroxyphenylpyruvate dioxygenase,Sus scrofa,Non-human,Q02110,Other enzymes,2,1,IC50,IC50,1.0,2,2002,2017,6.96,6.96,0.0
CHEMBL3925,17-beta-hydroxysteroid-dehydrogenase,Cochliobolus lunatus,Non-human,O93874,Other enzymes,2,1,IC50,IC50,1.0,1,2004,2004,5.1,5.57,0.47000000000000064
CHEMBL4295885,Tyrosinase,Danio rerio,Non-human,Q8AYA1,Other enzymes,2,1,IC50,IC50,1.0,1,2017,2017,4.04,4.38,0.33999999999999986
